EAN,Brand,Category,SubCategory,Range,PackSize,EAN_Lifecycle,Biz_Lifecycle
8906087775461,Mamaearth,Body,Body Wash,Mix,600G,Discontinued,Discontinued
8906087775478,Mamaearth,Body,Body Wash,Mix,600G,Discontinued,Discontinued
8906087775485,Mamaearth,Body,Body Wash,Mix,600G,Discontinued,Discontinued
8906087775492,Mamaearth,Body,Body Wash,Mix,600G,Discontinued,Discontinued
8906087775508,The Derma Co.,Face,Nutraceutical,Vitamin C,20Tablets,Discontinued,Discontinued
8906087775515,The Derma Co.,Face,Nutraceutical,Collagen,20Tablets,Discontinued,Discontinued
8906087775522,Mamaearth,Face,Moisturisers,Vitamin C,80G,EPD,EPD
8906087775539,Mamaearth,Face,Face Cleanser,Aqua,100ML,EPD,EPD
8906087775546,Mamaearth,Face,Moisturisers,Tea Tree,80G,EPD,EPD
8906087775553,Mamaearth,Face,Moisturisers,Ubtan,200ML,Discontinued,Discontinued
8906087775560,Mamaearth,Face,Moisturisers,Vitamin C,200ML,Discontinued,Discontinued
8906087775577,Mamaearth,Face,Face Cream,Vitamin C,50G,EPD,EPD
8906087775584,The Derma Co.,Face,Face Serum,Niacinamide,30ML,Discontinued,Discontinued
8906087775591,The Derma Co.,Face,Face Serum,Niacinamide,50ML,Discontinued,Discontinued
8906087775607,The Derma Co.,Face,Face Serum,Vitamin C,30ML,EPD,EPD
8906087775614,Mamaearth,Face,Face Cleanser,Ubtan,80ML,Discontinued,Discontinued
8906087775621,Mamaearth,Face,Face Cleanser,Vitamin C,80ML,Discontinued,Discontinued
8906087775638,Mamaearth,Face,Face Cleanser,Tea Tree,80ML,NPD,EPD
8906087775645,The Derma Co.,Face,Face Cleanser,Salicylic Acid,100ML,EPD,EPD
8906087775669,Mamaearth,Face,Face Serum,Vitamin C,15G,Discontinued,EPD
8906087775676,Mamaearth,Hair,Shampoo,Apple Cider Vinegar,250ML,Discontinued,Discontinued
8906087775683,Mamaearth,Hair,Conditioner,Apple Cider Vinegar,250ML,Discontinued,Discontinued
8906087775690,The Derma Co.,Face,Face Serum,Vitamin C,10ML,EPD,EPD
8906087775706,The Derma Co.,Face,Face Serum,AHA-BHA,30ML,EPD,EPD
8906087775713,The Derma Co.,Face,Sun Care,Hyaluronic Acid,50G,EPD,EPD
8906087775737,The Derma Co.,Face,Moisturisers,Vitamin C,30G,Discontinued,Discontinued
8906087775744,Mamaearth,Face,Face Masks,Vitamin C,25G,Discontinued,Discontinued
8906087775751,Mamaearth,Baby,Kids Body Wash,Mix,600ML,Discontinued,Discontinued
8906087775768,Mamaearth,Baby,Kids Body Wash,Mix,600ML,Discontinued,Discontinued
8906087775775,Mamaearth,Baby,Kids Body Wash,Mix,600ML,Discontinued,Phased Out
8906087775782,Mamaearth,Baby,Kids Body Wash,Mix,600ML,Discontinued,Discontinued
8906087775799,Mamaearth,Baby,Kids Body Wash,Mix,600ML,Discontinued,Discontinued
8906087775805,Mamaearth,Baby,Kids Body Wash,Mix,600ML,Discontinued,Discontinued
8906087775812,Mamaearth,Hair,Hair Oil,Onion,100ML,EPD,EPD
8906087775829,Mamaearth,Hair,Shampoo,Onion,200ML,Discontinued,EPD
8906087775836,Mamaearth,Hair,Conditioner,Onion,200ML,EPD,EPD
8906087775843,The Derma Co.,Face,Combo,Salicylic Acid,260G,Discontinued,Discontinued
8906087775850,The Derma Co.,Face,Face Serum,Niacinamide,30ML,Discontinued,Discontinued
8906087775867,The Derma Co.,Face,Combo,Niacinamide,1ML,Discontinued,Discontinued
8906087775874,The Derma Co.,Face,Combo,Vitamin C,20ML,Discontinued,Discontinued
8906087775881,The Derma Co.,Face,Combo,Hyaluronic Acid,160G,Discontinued,Discontinued
8906087775898,The Derma Co.,Face,Combo,Hyaluronic Acid,145G,Discontinued,Discontinued
8906087775904,The Derma Co.,Face,Face Serum,Salicylic Acid,30ML,Discontinued,Discontinued
8906087775911,The Derma Co.,Face,Face Serum,Niacinamide,1ML,Discontinued,Discontinued
8906087775928,The Derma Co.,Face,Combo,AHA-BHA,30ML,Discontinued,Discontinued
8906087775935,The Derma Co.,Face,Combo,AHA-BHA,30ML,Discontinued,Discontinued
8906087775942,The Derma Co.,Face,Combo,Vitamin C,20ML,Discontinued,Discontinued
8906087775959,The Derma Co.,Face,Combo,Retinol,30ML,Discontinued,Discontinued
8906087775966,The Derma Co.,Face,Combo,Hyaluronic Acid,130G,Discontinued,Discontinued
8906087775973,Mamaearth,Baby,OTC,Milky,50G,EPD,EPD
8906087775980,Mamaearth,Face,Face Serum,Rose,30ML,Discontinued,Discontinued
8906087775997,Mamaearth,Face,Face Serum,Vitamin C,30ML,EPD,EPD
8906087776000,Mamaearth,Face,Moisturisers,Aqua,100ML,EPD,EPD
8906087776017,The Derma Co.,Face,Face Masks,Salicylic Acid,24PCS,EPD,EPD
8906087776024,The Derma Co.,Face,Moisturisers,Salicylic Acid,50G,EPD,EPD
8906087776031,The Derma Co.,Face,Face Serum,Collagen,30ML,Discontinued,Discontinued
8906087776048,Mamaearth,Hair,Hair Mask,Rice,200G,Discontinued,Discontinued
8906087776055,Mamaearth,Hair,Hair Mask,Apple Cider Vinegar,200G,Discontinued,Discontinued
8906087776062,Mamaearth,Hair,Combo,Rice,500ML,Discontinued,Discontinued
8906087776079,Mamaearth,Hair,Combo,Rice,650ML,Discontinued,Phased Out
8906087776086,Mamaearth,Face,Face Serum,Aqua,30ML,Discontinued,Discontinued
8906087776093,The Derma Co.,Face,Moisturisers,Vitamin E,100G,EPD,EPD
8906087776109,Mamaearth,Baby,Shampoo,Milky,400ML,EPD,EPD
8906087776116,Mamaearth,Baby,Baby Body Wash,Milky,400ML,EPD,EPD
8906087776123,Mamaearth,Baby,Body Lotion,Milky,400ML,EPD,EPD
8906087776130,Mamaearth,Hair,Combo,Rice,400ML,Discontinued,Phased Out
8906087776147,Mamaearth,Face,Combo,Tea Tree,180G,Discontinued,Discontinued
8906087776154,Mamaearth,Hair,Combo,Apple Cider Vinegar,500ML,Discontinued,Discontinued
8906087776161,Mamaearth,Hair,Shampoo,Onion,650ML,Discontinued,Discontinued
8906087776178,Mamaearth,Hair,Shampoo,Onion,800ML,EPD,EPD
8906087776185,Mamaearth,Face,Combo,Tea Tree,115G,Discontinued,Discontinued
8906087776192,Mamaearth,Face,Face Cleanser,Mix,250ML,Discontinued,Discontinued
8906087776208,Mamaearth,Face,Face Cleanser,Mix,250ML,Discontinued,Discontinued
8906087776215,Mamaearth,Baby,Baby Soap,Milky,150G,EPD,EPD
8906087776222,Mamaearth,Body,Soap,Tea Tree,375G,Discontinued,Discontinued
8906087776239,Mamaearth,Body,Soap,Mix,375G,Discontinued,Discontinued
8906087776246,Mamaearth,Body,Soap,Charcoal,375G,Discontinued,Discontinued
8906087776253,Mamaearth,Body,Soap,Vitamin C,375G,Discontinued,Discontinued
8906087776260,Mamaearth,Body,Soap,Coco,375G,Discontinued,Discontinued
8906087776277,Mamaearth,Body,Soap,Ubtan,375G,Discontinued,Discontinued
8906087776284,Mamaearth,Body,Soap,Tea Tree,375G,Discontinued,Discontinued
8906087776291,Mamaearth,Body,Soap,Ubtan,375G,Discontinued,Discontinued
8906087776307,Mamaearth,Body,Soap,Mix,375G,Discontinued,Discontinued
8906087776314,Mamaearth,Body,Soap,Coco,375G,Discontinued,Discontinued
8906087776321,Mamaearth,Body,Soap,Charcoal,375G,Discontinued,Discontinued
8906087776338,Mamaearth,Body,Soap,Vitamin C,375G,Discontinued,Discontinued
8906087776345,Mamaearth,Face,Under Eye Care,Vitamin C,20ML,Discontinued,Discontinued
8906087776352,Mamaearth,Hair,Shampoo,Onion,1000ML,EPD,EPD
8906087776369,Mamaearth,Face,Face Cleanser,Charcoal,250ML,EPD,EPD
8906087776376,Mamaearth,Face,Face Masks,Retinol,100G,Discontinued,Discontinued
8906087776383,The Derma Co.,Face,Cream,Niacinamide,1ML,Discontinued,Discontinued
8906087776390,The Derma Co.,Face,Face Serum,Niacinamide,1ML,Discontinued,Discontinued
8906087776406,The Derma Co.,Face,Combo,Niacinamide,1ML,Discontinued,Phased Out
8906087776413,Mamaearth,Face,Sun Care,Aqua,50G,EPD,EPD
8906087776420,Mamaearth,Face,Face Serum,Niacinamide,15ML,EPD,EPD
8906087776437,The Derma Co.,Face,Face Cleanser,Salicylic Acid,30ML,EPD,EPD
8906087776444,The Derma Co.,Face,Nutraceutical,Curcumin,20Tablets,Discontinued,Discontinued
8906087776451,The Derma Co.,Face,Face Serum,Vitamin E,30ML,Discontinued,Discontinued
8906087776468,Mamaearth,Baby,Lip Balm,Milky,4G,Discontinued,Discontinued
8906087776475,The Derma Co.,Face,Nutraceutical,Glutathione,20Tablets,Discontinued,Discontinued
8906087776482,Mamaearth,Face,Face Cream,Vitamin C,100G,Discontinued,Discontinued
8906087776499,Mamaearth,Face,Face Masks,Mix,200G,Discontinued,Discontinued
8906087776505,The Derma Co.,Face,Face Serum,PHA,30ML,Discontinued,Discontinued
8906087776512,Mamaearth,Face,Face Masks,Apple Cider Vinegar,100G,Discontinued,Discontinued
8906087776529,Mamaearth,Combo,Combo,Ubtan,500G,Discontinued,Discontinued
8906087776536,Mamaearth,Face,Moisturisers,Ubtan,80G,EPD,EPD
8906087776543,Mamaearth,Hair,Shampoo,Rice,25ML,Discontinued,Discontinued
8906087776550,Mamaearth,Hair,Conditioner,Rice,25ML,Discontinued,Discontinued
8906087776567,The Derma Co.,Face,Face Serum,Glutathione,30ML,Discontinued,Discontinued
8906087776574,Mamaearth,Hair,Hair Serum,Rice,100ML,Discontinued,Discontinued
8906087776581,Mamaearth,Baby,Combo,Mix,200G,Discontinued,Discontinued
8906087776598,Mamaearth,Baby,Combo,Mix,425G,Discontinued,Discontinued
8906087776604,The Derma Co.,Face,Face Serum,Kojic Acid,30ML,EPD,EPD
8906087776611,Mamaearth,Face,Face Serum,Ubtan,30ML,Discontinued,EPD
8906087776628,Mamaearth,Face,Face Cream,Ubtan,50G,EPD,EPD
8906087776635,Mamaearth,Face,Face Cleanser,Ubtan,100ML,Discontinued,Discontinued
8906087776642,The Derma Co.,Face,Moisturisers,Vitamin E,30G,Discontinued,Discontinued
8906087776659,The Derma Co.,Face,Face Serum,Salicylic Acid,1ML,Discontinued,Discontinued
8906087776666,The Derma Co.,Face,Face Serum,Niacinamide,60G,Discontinued,Discontinued
8906087776673,The Derma Co.,Face,Combo,AHA-BHA,1ML,Discontinued,Discontinued
8906087776680,The Derma Co.,Face,Combo,Niacinamide,1ML,Discontinued,Discontinued
8906087776697,The Derma Co.,Face,Combo,AHA-BHA,1ML,Discontinued,Discontinued
8906087776703,The Derma Co.,Face,Combo,Vitamin C,1ML,Discontinued,Discontinued
8906087776710,The Derma Co.,Face,Combo,AHA-BHA,1ML,Discontinued,Discontinued
8906087776727,The Derma Co.,Face,Face Gel,Salicylic Acid,30ML,Discontinued,Discontinued
8906087776734,Mamaearth,Face,Face Cream,Ubtan,50ML,EPD,EPD
8906087776741,The Derma Co.,Face,Face Cleanser,AHA-BHA,100ML,Discontinued,Discontinued
8906087776758,Mamaearth,Color Care,Kajal,Kajal,0.35G,EPD,EPD
8906087776765,The Derma Co.,Face,Cream,Ceramide,30G,Discontinued,Discontinued
8906087776772,Mamaearth,Color Care,Kajal,Kohl,1.2G,Discontinued,Discontinued
8906087776796,Mamaearth,Body,Hygiene,Ubtan,150G,Discontinued,Discontinued
8906087776802,Aqualogica,Face,Face Cleanser,Hydrate+,100ML,Discontinued,EPD
8906087776819,Aqualogica,Face,Face Masks,Hydrate+,25G,Discontinued,Discontinued
8906087776826,Mamaearth,Body,Body Lotion,Ubtan,25ML,Discontinued,Discontinued
8906087776833,Mamaearth,Face,Face Cleanser,Tea Tree,25ML,Discontinued,Discontinued
8906087776840,Mamaearth,Baby,Body Lotion,Apple,400ML,Discontinued,Discontinued
8906087776857,Mamaearth,Baby,Body Lotion,Blueberry,400ML,Discontinued,Discontinued
8906087776864,Mamaearth,Baby,Body Lotion,Orange,400ML,Discontinued,Phased Out
8906087776871,Mamaearth,Baby,Body Lotion,Strawberry,400ML,Discontinued,Phased Out
8906087776888,Mamaearth,Baby,Body Lotion,Mango,400ML,Discontinued,Discontinued
8906087776895,Mamaearth,Face,Lip Balm,Rose,2G,Discontinued,Discontinued
8906087776901,Mamaearth,Face,Lip Balm,Vitamin C,2G,Discontinued,Discontinued
8906087776918,Mamaearth,Face,Lip Balm,Ubtan,2G,Discontinued,Discontinued
8906087776925,Mamaearth,Face,Lip Balm,Coco,2G,Discontinued,Discontinued
8906087776932,Mamaearth,Face,Lip Balm,Cherry,2G,Discontinued,Discontinued
8906087776949,Mamaearth,Hair,Combo,Onion,450G,Discontinued,Discontinued
8906087776956,Mamaearth,Hair,Combo,Onion,1075G,Discontinued,Discontinued
8906087776963,Mamaearth,Hair,Combo,Onion,300G,Discontinued,Discontinued
8906087776970,Mamaearth,Face,Combo,Ubtan,125G,Discontinued,Discontinued
8906087776987,Mamaearth,Face,Combo,Ubtan,125G,Discontinued,Discontinued
8906087776994,Mamaearth,Face,Combo,Vitamin C,165G,Discontinued,Discontinued
8906087777007,Mamaearth,Face,Combo,Vitamin C,70G,Discontinued,Discontinued
8906087777014,Mamaearth,Face,Combo,Vitamin C,55G,Discontinued,Discontinued
8906087777021,Mamaearth,Face,Combo,Vitamin C,275G,Discontinued,Discontinued
8906087777038,The Derma Co.,Face,Face Cleanser,Vitamin C,100ML,Discontinued,Discontinued
8906087777045,The Derma Co.,Face,Face Masks,Collagen,20G,EPD,EPD
8906087777052,The Derma Co.,Face,Face Masks,Niacinamide,20G,Discontinued,Discontinued
8906087777069,The Derma Co.,Face,Face Masks,AHA-BHA,20G,Discontinued,Discontinued
8906087777076,The Derma Co.,Face,Face Masks,Kojic Acid,20G,EPD,EPD
8906087777083,The Derma Co.,Face,Face Masks,Salicylic Acid,20G,EPD,EPD
8906087777090,Aqualogica,Face,Sun Care,Hydrate+,50G,EPD,EPD
8906087777106,Aqualogica,Face,Face Serum,Hydrate+,30ML,Discontinued,Discontinued
8906087777113,Aqualogica,Face,Moisturisers,Hydrate+,100G,Discontinued,Discontinued
8906087777120,Mamaearth,Baby,Baby Body Wash,Milky,25ML,Discontinued,Discontinued
8906087777137,Mamaearth,Baby,Body Lotion,Milky,25ML,Discontinued,Discontinued
8906087777144,Aqualogica,Face,Face Cream,Hydrate+,50G,Discontinued,Discontinued
8906087777151,Aqualogica,Face,Face Cream,Hydrate+,200ML,Discontinued,Discontinued
8906087777168,The Derma Co.,Face,Combo,Salicylic Acid,100ML,Discontinued,Discontinued
8906087777175,The Derma Co.,Face,Combo,AHA-BHA,100ML,Discontinued,Discontinued
8906087777182,Mamaearth,Hair,Hair Oil,Almond,150ML,Discontinued,Discontinued
8906087777199,Mamaearth,Hair,Shampoo,Almond,250ML,Discontinued,Discontinued
8906087777205,Mamaearth,Hair,Conditioner,Almond,250ML,Discontinued,Discontinued
8906087777212,Mamaearth,Face,Cold Cream,Ubtan,200G,EPD,EPD
8906087777229,Mamaearth,Face,Cold Cream,Vitamin C,200G,EPD,EPD
8906087777236,Mamaearth,Face,Cold Cream,Coco,200G,Discontinued,Discontinued
8906087777243,Mamaearth,Fragrances,Fragrance,Others,50ML,Discontinued,Discontinued
8906087777250,Mamaearth,Body,Combo,Ubtan,700G,Discontinued,Discontinued
8906087777267,Mamaearth,Face,Combo,Aqua,250gm,Discontinued,Discontinued
8906087777274,Mamaearth,Face,Combo,Aqua,200ml,Discontinued,Discontinued
8906087777281,Mamaearth,Face,Face Masks,Mix,100G,Discontinued,Discontinued
8906087777298,Ayuga,Face,Face Cream,Kumkumadi,50ML,Discontinued,Discontinued
8906087777304,Ayuga,Face,Face Oil,Kumkumadi,15ML,Discontinued,Discontinued
8906087777311,Ayuga,Face,Face Cream,Kumkumadi,50ML,Discontinued,Discontinued
8906087777328,Ayuga,Face,Face Cleanser,Kumkumadi,100ML,Discontinued,Discontinued
8906087777335,Ayuga,Face,Face Scrub,Kumkumadi,100ML,Discontinued,Discontinued
8906087777342,Ayuga,Face,Face Serum,Kumkumadi,30ML,Discontinued,Discontinued
8906087777359,Ayuga,Face,Face Masks,Kumkumadi,100G,Discontinued,Discontinued
8906087777366,Mamaearth,Face,Combo,Aqua,130G,Discontinued,Discontinued
8906087777373,Mamaearth,Face,Combo,Aqua,130G,Discontinued,Discontinued
8906087777380,Mamaearth,Face,Combo,Tea Tree,180G,Discontinued,Discontinued
8906087777397,Mamaearth,Face,Combo,Tea Tree,200G,Discontinued,Discontinued
8906087777403,Mamaearth,Face,Combo,Vitamin C,200G,Discontinued,Discontinued
8906087777410,Mamaearth,Face,Combo,Vitamin C,350ML,Discontinued,Discontinued
8906087777427,Mamaearth,Face,Combo,Mix,280G,Discontinued,Discontinued
8906087777434,Mamaearth,Face,Combo,Mix,180G,Discontinued,Phased Out
8906087777441,Mamaearth,Face,Combo,Vitamin C,230G,Discontinued,Discontinued
8906087777458,Mamaearth,Face,Combo,Tea Tree,110G,Discontinued,Discontinued
8906087777465,Mamaearth,Face,Combo,Aqua,200G,EPD,EPD
8906087777472,Aqualogica,Face,Combo,Hydrate+,1ML,Discontinued,Discontinued
8906087777489,Mamaearth,Gifting,Gifting Bag,Mix,40G,Discontinued,Discontinued
8906087777496,Mamaearth,Face,Lip Care,Vitamin C,90G,Discontinued,Discontinued
8906087777502,Aqualogica,Face,Face Cleanser,Hydrate+,10G,Discontinued,Discontinued
8906087777519,Mamaearth,Fragrances,Fragrance,Others,8ML,Discontinued,Phased Out
8906087777526,Mamaearth,Baby,Body Lotion,Solution Oriented,600G,Discontinued,Discontinued
8906087777533,Mamaearth,Baby,Body Lotion,Solution Oriented,1200ML,Discontinued,Discontinued
8906087777540,Mamaearth,Baby,Massage Oil,Solution Oriented,600G,Discontinued,Discontinued
8906087777557,Mamaearth,Baby,Hair Oil,Solution Oriented,600G,Discontinued,Discontinued
8906087777564,Aqualogica,Face,Combo,Hydrate+,50G,Discontinued,Discontinued
8906087777571,Mamaearth,Face,Beard Care,Onion,30ML,Discontinued,Discontinued
8906087777588,Mamaearth,Face,Beard Care,Tea Tree,30ML,Discontinued,Discontinued
8906087777595,Mamaearth,Face,Beard Care,Almond,30ML,Discontinued,Discontinued
8906087777601,Mamaearth,Baby,Combo,Combo,1ML,Discontinued,Phased Out
8906087777618,Mamaearth,Baby,Combo,Combo,1ML,Discontinued,Phased Out
8906087777625,Mamaearth,Baby,Combo,Combo,1ML,Discontinued,Phased Out
8906087777632,Mamaearth,Baby,OTC,Solution Oriented,160ML,Discontinued,Discontinued
8906087777649,The Derma Co.,Face,Face Serum,Salicylic Acid,50ML,Discontinued,Discontinued
8906087777656,The Derma Co.,Face,Face Masks,AHA-BHA,1ML,Discontinued,Discontinued
8906087777663,The Derma Co.,Face,Face Masks,Collagen,1ML,Discontinued,Discontinued
8906087777670,The Derma Co.,Face,Face Masks,Kojic Acid,1ML,Discontinued,Discontinued
8906087777687,The Derma Co.,Face,Face Masks,Niacinamide,1ML,Discontinued,Discontinued
8906087777694,The Derma Co.,Face,Face Masks,Salicylic Acid,1ML,Discontinued,Discontinued
8906087777700,The Derma Co.,Face,Cream,Collagen,50G,Discontinued,Discontinued
8906087777717,Aqualogica,Face,Combo,Hydrate+,200G,Discontinued,Discontinued
8906087777724,Aqualogica,Face,Combo,Hydrate+,1ML,Discontinued,Discontinued
8906087777731,Aqualogica,Face,Combo,Hydrate+,1ML,Discontinued,Discontinued
8906087777748,Aqualogica,Face,Combo,Hydrate+,1ML,Discontinued,Discontinued
8906087777755,The Derma Co.,Face,Face Cleanser,Ceramide,100ML,Discontinued,Discontinued
8906087777762,Mamaearth,Face,Face Cleanser,Apple Cider Vinegar,100ML,EPD,EPD
8906087777779,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777786,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777793,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777809,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777816,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777823,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777830,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777847,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777854,Mamaearth,Color Care,Lipstick,Moisture Matte,2G,EPD,EPD
8906087777861,Mamaearth,Face,Face Serum,Solution Oriented,30ML,Discontinued,Discontinued
8906087777878,Mamaearth,Face,Face Serum,Solution Oriented,30ML,Discontinued,Discontinued
8906087777885,Mamaearth,Face,Face Serum,Solution Oriented,30ML,Discontinued,Discontinued
8906087777892,Mamaearth,Face,Face Serum,Solution Oriented,30ML,Discontinued,Discontinued
8906087777908,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777915,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777922,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777939,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777946,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777953,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777960,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777977,Mamaearth,Color Care,Liquid Lipstick,Naturally Matte,3ML,Discontinued,Discontinued
8906087777984,Aqualogica,Face,Face Cream,Hydrate+,100G,Discontinued,Discontinued
8906087777991,Ayuga,Face,Combo,Kumkumadi,200G,Discontinued,Discontinued
8906087778004,Ayuga,Face,Combo,Kumkumadi,180G,Discontinued,Discontinued
8906087778011,Ayuga,Face,Combo,Kumkumadi,165G,Discontinued,Discontinued
8906087778028,Ayuga,Face,Combo,Kumkumadi,200G,Discontinued,Discontinued
8906087778035,Ayuga,Face,Combo,Kumkumadi,100G,Discontinued,Discontinued
8906087778042,The Derma Co.,Face,Face Serum,Niacinamide,30ML,EPD,EPD
8906087778059,The Derma Co.,Face,Moisturisers,Niacinamide,50G,EPD,EPD
8906087778066,The Derma Co.,Face,Face Cleanser,Niacinamide,100ML,EPD,EPD
8906087778073,Mamaearth,Body,Body Lotion,Mix,800ML,Discontinued,Discontinued
8906087778080,Mamaearth,Body,Body Lotion,Mix,800ML,Discontinued,Discontinued
8906087778097,Mamaearth,Body,Body Lotion,Mix,800ML,Discontinued,Discontinued
8906087778103,Mamaearth,Hair,Hair Mask,Almond,200G,Discontinued,Discontinued
8906087778110,Aqualogica,Face,Face Cleanser,Glow+,100ML,EPD,EPD
8906087778127,Aqualogica,Face,Face Scrub,Glow+,100ML,Discontinued,Discontinued
8906087778134,Aqualogica,Face,Moisturisers,Hydrate+,15G,Discontinued,Phased Out
8906087778141,Mamaearth,Face,Face Cream,Solution Oriented,30G,Discontinued,Discontinued
8906087778158,Mamaearth,Face,Face Cream,Solution Oriented,30G,Discontinued,Phased Out
8906087778165,Mamaearth,Face,Face Cream,Solution Oriented,30G,Discontinued,EPD
8906087778172,Aqualogica,Face,Face Masks,Glow+,25G,Discontinued,Discontinued
8906087778189,Aqualogica,Face,Moisturisers,Glow+,50G,EPD,EPD
8906087778196,Aqualogica,Face,Face Serum,Glow+,30ML,Discontinued,Discontinued
8906087778202,Aqualogica,Face,Face Serum,Glow+,30ML,EPD,EPD
8906087778219,Aqualogica,Face,Face Masks,Glow+,100G,Discontinued,Discontinued
8906087778226,Aqualogica,Face,Face Cream,Glow+,200ML,Discontinued,Discontinued
8906087778233,Mamaearth,Face,Face Cleanser,Ubtan,50ML,EPD,EPD
8906087778240,Mamaearth,Face,Face Cleanser,Vitamin C,50ML,EPD,EPD
8906087778257,Mamaearth,Fragrances,Fragrance,Others,24ML,Discontinued,Phased Out
8906087778264,Mamaearth,Baby,Kids Face Wash,Solution Oriented,150ML,EPD,EPD
8906087778271,Mamaearth,Hair,Hair Oil,Onion,50ML,EPD,EPD
8906087778288,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,EPD,EPD
8906087778295,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,Discontinued,EPD
8906087778301,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,EPD,EPD
8906087778318,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,Discontinued,Phased Out
8906087778325,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,EPD,EPD
8906087778332,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,Discontinued,Phased Out
8906087778349,Mamaearth,Color Care,Foundation,Serum Foundation,30ML,Discontinued,Discontinued
8906087778356,Aqualogica,Face,Face Cream,Glow+,50G,Discontinued,EPD
8906087778363,The Derma Co.,Face,Sun Care,Hyaluronic Acid,50G,EPD,EPD
8906087778370,Mamaearth,Face,Beard Care,Mix,60ML,Discontinued,Discontinued
8906087778387,Mamaearth,Face,Beard Care,Mix,60ML,Discontinued,Discontinued
8906087778394,Mamaearth,Face,Beard Care,Mix,60ML,Discontinued,Discontinued
8906087778400,Mamaearth,Face,Beard Care,Mix,90ML,Discontinued,Discontinued
8906087778417,Mamaearth,Fragrances,Fragrance,Others,24ML,Discontinued,Phased Out
8906087778424,Mamaearth,Body,Hygiene,Vitamin C,50G,Discontinued,Discontinued
8906087778431,Mamaearth,Body,Hygiene,Vitamin C,50G,Discontinued,Discontinued
8906087778448,Mamaearth,Body,Hygiene,Vitamin C,50G,Discontinued,Discontinued
8906087778455,Mamaearth,Face,Face Cleanser,Aloe Vera,100ML,EPD,EPD
8906087778462,Aqualogica,Face,Sun Care,Glow+,50G,EPD,EPD
8906087778479,Mamaearth,Face,Face Cream,Aloe Vera,300ML,EPD,EPD
8906087778486,Mamaearth,Hair,Henna Paste,Henna,200G,EPD,EPD
8906087778493,Mamaearth,Face,Moisturisers,Aloe Vera,80G,Discontinued,Discontinued
8906087778509,Mamaearth,Face,Face Cream,Aloe Vera,50G,Discontinued,Discontinued
8906087778516,Mamaearth,Face,Face Serum,Aloe Vera,30ML,Discontinued,Discontinued
8906087778523,Mamaearth,Face,Face Cream,Vitamin C,80G,EPD,EPD
8906087778530,Mamaearth,Face,Face Cream,Aloe Vera,50G,Discontinued,Discontinued
8906087778547,The Derma Co.,Face,Face Cleanser,Cica,100ML,EPD,EPD
8906087778554,The Derma Co.,Face,Face Serum,Cica,30ML,Discontinued,Phased Out
8906087778561,The Derma Co.,Face,Moisturisers,Cica,50G,EPD,EPD
8906087778578,Mamaearth,Hair,Hair Oil,Henna,150ML,Discontinued,Discontinued
8906087778585,Mamaearth,Hair,Shampoo,Henna,250ML,Discontinued,Discontinued
8906087778592,Mamaearth,Hair,Conditioner,Henna,250ML,Discontinued,Discontinued
8906087778608,The Derma Co.,Body,Body Wash,Salicylic Acid,250ML,Discontinued,Phased Out
8906087778615,The Derma Co.,Body,Body Wash,Vitamin C,250ML,Discontinued,Discontinued
8906087778622,The Derma Co.,Body,Body Wash,Ceramide,250ML,Discontinued,Discontinued
8906087778639,Mamaearth,Color Care,Compact,Oil Control,9G,Discontinued,EPD
8906087778646,Mamaearth,Color Care,Compact,Oil Control,9G,Discontinued,Phased Out
8906087778653,Mamaearth,Color Care,Compact,Oil Control,9G,Discontinued,Phased Out
8906087778660,Mamaearth,Color Care,Compact,Oil Control,9G,Discontinued,Phased Out
8906087778677,The Derma Co.,Face,Face Serum,Niacinamide,30ML,EPD,EPD
