SalesKey,DateKey,Chain_ID,Zone,SKU_Code,Ordered_Qty,Delivered_Qty,Actual_Qty,Actual_Revenue,Base_COGS,Logistics_Cost,Scheme_Adjustment,Promo_Cost,CM2_Provisional,Metric_Type
533,202605,CH05,North,SKU-202,240,227,227,51792.29,31780.0,3107.54,1707.6,0,20012.29,Actual
534,202605,CH05,North,SKU-203,239,219,219,32380.88,18615.0,1942.85,1085.42,0,13765.88,Actual
535,202605,CH05,North,SKU-301,260,239,239,35053.62,22705.0,2103.22,1120.08,957.73,12348.62,Actual
536,202605,CH05,North,SKU-302,284,277,277,22798.39,15235.0,1367.9,791.8,0,7563.39,Actual
537,202605,CH05,North,SKU-303,272,260,260,52853.96,32500.0,3171.24,1776.01,959.99,20353.96,Actual
538,202605,CH05,North,SKU-401,238,221,221,84466.28,48620.0,5067.98,3108.02,0,35846.28,Actual
539,202605,CH05,North,SKU-402,234,212,212,31410.7,18020.0,1884.64,633.44,586.49,13390.7,Actual
540,202605,CH05,South,SKU-101,225,210,210,43453.99,25200.0,2172.7,1093.92,0,18253.99,Actual
541,202605,CH05,South,SKU-102,247,233,233,60926.92,41940.0,3046.35,1965.86,0,18986.92,Actual
542,202605,CH05,South,SKU-103,256,232,232,36679.32,22040.0,1833.97,879.77,1010.49,14639.32,Actual
543,202605,CH05,South,SKU-201,261,239,239,23683.31,15535.0,1184.17,601.94,0,8148.31,Actual
544,202605,CH05,South,SKU-202,238,228,228,50678.81,31920.0,2533.94,1628.55,1188.79,18758.81,Actual
545,202605,CH05,South,SKU-203,268,261,261,37645.62,22185.0,1882.28,1162.69,0,15460.62,Actual
546,202605,CH05,South,SKU-301,235,225,225,35757.48,21375.0,1787.87,1088.06,406.53,14382.48,Actual
547,202605,CH05,South,SKU-302,244,230,230,20560.48,12650.0,1028.02,521.76,357.11,7910.48,Actual
548,202605,CH05,South,SKU-303,273,255,255,53748.14,31875.0,2687.41,1752.46,804.48,21873.14,Actual
549,202605,CH05,South,SKU-401,260,247,247,86007.38,54340.0,4300.37,3330.69,0,31667.38,Actual
550,202605,CH05,South,SKU-402,219,204,204,26663.98,17340.0,1333.2,544.97,0,9323.98,Actual
551,202605,CH05,East,SKU-101,241,226,226,39781.05,27120.0,3182.48,1533.25,0,12661.05,Actual
552,202605,CH05,East,SKU-102,227,216,216,61154.4,38880.0,4892.35,1541.38,806.62,22274.4,Actual
553,202605,CH05,East,SKU-103,232,221,221,31612.05,20995.0,2528.96,1189.68,0,10617.05,Actual
554,202605,CH05,East,SKU-201,266,245,245,23618.84,15925.0,1889.51,618.72,354.26,7693.84,Actual
555,202605,CH05,East,SKU-202,251,233,233,50791.49,32620.0,4063.32,1857.5,0,18171.49,Actual
556,202605,CH05,East,SKU-203,264,257,257,37663.76,21845.0,3013.1,999.4,0,15818.76,Actual
557,202605,CH05,East,SKU-301,243,235,235,38674.41,22325.0,3093.95,852.82,0,16349.41,Actual
558,202605,CH05,East,SKU-302,245,224,224,19723.58,12320.0,1577.89,733.25,0,7403.58,Actual
559,202605,CH05,East,SKU-303,258,247,247,52723.05,30875.0,4217.84,1517.59,0,21848.05,Actual
560,202605,CH05,East,SKU-401,255,233,233,84686.32,51260.0,6774.91,2869.09,1235.74,33426.32,Actual
561,202605,CH05,East,SKU-402,228,218,218,26879.57,18530.0,2150.37,931.32,0,8349.57,Actual
562,202605,CH05,West,SKU-101,251,226,226,40003.8,27120.0,2000.19,932.69,0,12883.8,Actual
563,202605,CH05,West,SKU-102,273,248,248,69472.4,44640.0,3473.62,1698.41,0,24832.4,Actual
564,202605,CH05,West,SKU-103,251,227,227,32856.56,21565.0,1642.83,914.09,0,11291.56,Actual
565,202605,CH05,West,SKU-201,237,224,224,25304.68,14560.0,1265.23,787.93,463.47,10744.68,Actual
566,202605,CH05,West,SKU-202,247,236,236,54811.01,33040.0,2740.55,1284.43,1096.34,21771.01,Actual
567,202605,CH05,West,SKU-203,246,231,231,32190.12,19635.0,1609.51,718.09,711.81,12555.12,Actual
568,202605,CH05,West,SKU-301,228,217,217,30775.16,20615.0,1538.76,742.45,548.94,10160.16,Actual
569,202605,CH05,West,SKU-302,273,254,254,22384.71,13970.0,1119.24,455.81,0,8414.71,Actual
570,202605,CH05,West,SKU-303,265,250,250,49758.64,31250.0,2487.93,1620.57,1182.89,18508.64,Actual
571,202605,CH05,West,SKU-401,238,224,224,82151.39,49280.0,4107.57,3016.79,0,32871.39,Actual
572,202605,CH05,West,SKU-402,267,247,247,33498.12,20995.0,1674.91,1200.28,0,12503.12,Actual
573,202605,CH06,North,SKU-101,248,240,240,49146.98,28800.0,2948.82,1441.29,0,20346.98,Actual
574,202605,CH06,North,SKU-102,222,215,215,65444.07,38700.0,3926.64,1575.2,742.1,26744.07,Actual
575,202605,CH06,North,SKU-103,271,264,264,40442.21,25080.0,2426.53,862.68,0,15362.21,Actual
576,202605,CH06,North,SKU-201,257,247,247,25088.2,16055.0,1505.29,719.26,0,9033.2,Actual
577,202605,CH06,North,SKU-202,242,225,225,48987.42,31500.0,2939.25,1047.07,851.96,17487.42,Actual
578,202605,CH06,North,SKU-203,248,237,237,33179.19,20145.0,1990.75,669.13,0,13034.19,Actual
579,202605,CH06,North,SKU-301,236,212,212,32127.26,20140.0,1927.64,1159.47,817.84,11987.26,Actual
580,202605,CH06,North,SKU-302,252,238,238,21990.6,13090.0,1319.44,783.73,0,8900.6,Actual
581,202605,CH06,North,SKU-303,262,238,238,47760.72,29750.0,2865.64,1596.31,0,18010.72,Actual
582,202605,CH06,North,SKU-401,255,233,233,76939.43,51260.0,4616.37,2908.94,0,25679.43,Actual
583,202605,CH06,North,SKU-402,263,255,255,35682.25,21675.0,2140.93,1126.71,0,14007.25,Actual
584,202605,CH06,South,SKU-101,256,245,245,46809.99,29400.0,2340.5,1189.86,0,17409.99,Actual
585,202605,CH06,South,SKU-102,235,215,215,58918.82,38700.0,2945.94,1679.01,0,20218.82,Actual
586,202605,CH06,South,SKU-103,275,249,249,35633.33,23655.0,1781.67,1208.79,0,11978.33,Actual
587,202605,CH06,South,SKU-201,245,236,236,25278.07,15340.0,1263.9,643.05,0,9938.07,Actual
588,202605,CH06,South,SKU-202,259,246,246,59640.46,34440.0,2982.02,1579.89,917.88,25200.46,Actual
589,202605,CH06,South,SKU-203,234,221,221,28470.82,18785.0,1423.54,720.1,0,9685.82,Actual
590,202605,CH06,South,SKU-301,257,246,246,39341.23,23370.0,1967.06,934.53,0,15971.23,Actual
591,202605,CH06,South,SKU-302,224,209,209,17938.0,11495.0,896.9,369.93,0,6443.0,Actual
592,202605,CH06,South,SKU-303,238,218,218,46699.84,27250.0,2334.99,1454.55,0,19449.84,Actual
593,202605,CH06,South,SKU-401,242,224,224,84585.94,49280.0,4229.3,3215.89,0,35305.94,Actual
594,202605,CH06,South,SKU-402,268,242,242,33385.33,20570.0,1669.27,731.08,0,12815.33,Actual
595,202605,CH06,East,SKU-101,262,256,256,52451.54,30720.0,4196.12,1302.37,0,21731.54,Actual
596,202605,CH06,East,SKU-102,209,188,188,50388.58,33840.0,4031.09,1371.0,0,16548.58,Actual
597,202605,CH06,East,SKU-103,264,251,251,36812.71,23845.0,2945.02,907.08,378.72,12967.71,Actual
598,202605,CH06,East,SKU-201,263,237,237,25860.23,15405.0,2068.82,950.17,0,10455.23,Actual
599,202605,CH06,East,SKU-202,255,247,247,56620.75,34580.0,4529.66,1797.07,0,22040.75,Actual
600,202605,CH06,East,SKU-203,262,243,243,34333.14,20655.0,2746.65,843.82,0,13678.14,Actual
601,202605,CH06,East,SKU-301,254,235,235,38594.16,22325.0,3087.53,1179.19,0,16269.16,Actual
602,202605,CH06,East,SKU-302,265,239,239,21399.37,13145.0,1711.95,622.62,0,8254.37,Actual
603,202605,CH06,East,SKU-303,258,251,251,49005.77,31375.0,3920.46,1144.14,980.47,17630.77,Actual
604,202605,CH06,East,SKU-401,259,238,238,86110.82,52360.0,6888.87,1991.24,0,33750.82,Actual
605,202605,CH06,East,SKU-402,256,244,244,31188.95,20740.0,2495.12,907.71,0,10448.95,Actual
606,202605,CH06,West,SKU-101,258,232,232,41785.57,27840.0,2089.28,1486.82,0,13945.57,Actual
607,202605,CH06,West,SKU-102,255,245,245,75033.79,44100.0,3751.69,2942.71,1554.6,30933.79,Actual
608,202605,CH06,West,SKU-103,249,235,235,33400.6,22325.0,1670.03,853.06,0,11075.6,Actual
609,202605,CH06,West,SKU-201,277,257,257,27193.27,16705.0,1359.66,572.14,0,10488.27,Actual
610,202605,CH06,West,SKU-202,224,217,217,52080.19,30380.0,2604.01,1728.07,0,21700.19,Actual
611,202605,CH06,West,SKU-203,235,215,215,31356.76,18275.0,1567.84,1089.6,0,13081.76,Actual
612,202605,CH06,West,SKU-301,240,216,216,35893.0,20520.0,1794.65,1362.04,0,15373.0,Actual
613,202605,CH06,West,SKU-302,248,229,229,18498.51,12595.0,924.93,394.76,545.83,5903.51,Actual
614,202605,CH06,West,SKU-303,266,241,241,52158.11,30125.0,2607.91,1445.4,0,22033.11,Actual
615,202605,CH06,West,SKU-401,221,207,207,69166.6,45540.0,3458.33,1754.84,831.35,23626.6,Actual
616,202605,CH06,West,SKU-402,233,223,223,33018.15,18955.0,1650.91,1299.44,620.57,14063.15,Actual
617,202605,CH07,North,SKU-101,239,220,220,40863.93,26400.0,2451.84,1007.3,514.62,14463.93,Actual
618,202605,CH07,North,SKU-102,238,215,215,63940.07,38700.0,3836.4,1548.0,0,25240.07,Actual
619,202605,CH07,North,SKU-103,266,257,257,37911.45,24415.0,2274.69,875.7,441.85,13496.45,Actual
620,202605,CH07,North,SKU-201,249,240,240,25256.75,15600.0,1515.41,574.41,0,9656.75,Actual
621,202605,CH07,North,SKU-202,254,241,241,50381.37,33740.0,3022.88,1283.35,0,16641.37,Actual
622,202605,CH07,North,SKU-203,249,230,230,31042.96,19550.0,1862.58,1131.44,345.81,11492.96,Actual
623,202605,CH07,North,SKU-301,246,232,232,36751.74,22040.0,2205.1,1225.46,0,14711.74,Actual
624,202605,CH07,North,SKU-302,264,248,248,21062.38,13640.0,1263.74,775.14,627.43,7422.38,Actual
625,202605,CH07,North,SKU-303,273,256,256,48273.6,32000.0,2896.42,1681.51,958.3,16273.6,Actual
626,202605,CH07,North,SKU-401,249,241,241,82627.49,53020.0,4957.65,2324.81,0,29607.49,Actual
627,202605,CH07,North,SKU-402,242,220,220,31392.33,18700.0,1883.54,751.17,0,12692.33,Actual
628,202605,CH07,South,SKU-101,286,270,270,52498.31,32400.0,2624.92,1564.06,0,20098.31,Actual
629,202605,CH07,South,SKU-102,257,238,238,69220.82,42840.0,3461.04,2300.44,887.72,26380.82,Actual
630,202605,CH07,South,SKU-103,253,232,232,33800.39,22040.0,1690.02,799.61,0,11760.39,Actual
631,202605,CH07,South,SKU-201,267,261,261,29317.85,16965.0,1465.89,921.32,0,12352.85,Actual
632,202605,CH07,South,SKU-202,231,214,214,50612.02,29960.0,2530.6,1100.32,0,20652.02,Actual
633,202605,CH07,South,SKU-203,252,230,230,33015.61,19550.0,1650.78,1104.55,0,13465.61,Actual
634,202605,CH07,South,SKU-301,236,217,217,35297.45,20615.0,1764.87,891.79,353.44,14682.45,Actual
635,202605,CH07,South,SKU-302,271,260,260,23426.24,14300.0,1171.31,539.76,449.0,9126.24,Actual
636,202605,CH07,South,SKU-303,243,236,236,47077.25,29500.0,2353.86,979.26,745.2,17577.25,Actual
637,202605,CH07,South,SKU-401,235,220,220,83370.47,48400.0,4168.52,2444.92,0,34970.47,Actual
638,202605,CH07,South,SKU-402,263,245,245,33240.44,20825.0,1662.02,1061.64,0,12415.44,Actual
639,202605,CH07,East,SKU-101,245,221,221,39812.16,26520.0,3184.97,959.03,0,13292.16,Actual
640,202605,CH07,East,SKU-102,242,235,235,69140.99,42300.0,5531.28,2087.86,0,26840.99,Actual
641,202605,CH07,East,SKU-103,250,236,236,32743.82,22420.0,2619.51,941.83,0,10323.82,Actual
642,202605,CH07,East,SKU-201,268,250,250,23684.24,16250.0,1894.74,586.17,260.34,7434.24,Actual
643,202605,CH07,East,SKU-202,261,240,240,54851.86,33600.0,4388.15,1287.37,0,21251.86,Actual
644,202605,CH07,East,SKU-203,244,234,234,31180.12,19890.0,2494.41,701.86,793.7,11290.12,Actual
645,202605,CH07,East,SKU-301,237,230,230,35391.2,21850.0,2831.3,981.98,0,13541.2,Actual
646,202605,CH07,East,SKU-302,220,207,207,19332.39,11385.0,1546.59,686.39,0,7947.39,Actual
647,202605,CH07,East,SKU-303,237,231,231,42129.52,28875.0,3370.36,1405.33,0,13254.52,Actual
648,202605,CH07,East,SKU-401,280,267,267,95948.21,58740.0,7675.86,2528.33,0,37208.21,Actual
649,202605,CH07,East,SKU-402,272,250,250,32581.34,21250.0,2606.51,1279.38,332.52,11331.34,Actual
650,202605,CH07,West,SKU-101,260,254,254,49889.87,30480.0,2494.49,1308.99,0,19409.87,Actual
651,202605,CH07,West,SKU-102,242,222,222,63250.26,39960.0,3162.51,1699.39,1688.24,23290.26,Actual
652,202605,CH07,West,SKU-103,281,273,273,40504.06,25935.0,2025.2,860.15,479.86,14569.06,Actual
653,202605,CH07,West,SKU-201,232,226,226,21963.63,14690.0,1098.18,635.5,0,7273.63,Actual
654,202605,CH07,West,SKU-202,250,238,238,53021.72,33320.0,2651.09,1857.01,0,19701.72,Actual
655,202605,CH07,West,SKU-203,262,252,252,36870.42,21420.0,1843.52,1295.66,0,15450.42,Actual
656,202605,CH07,West,SKU-301,216,205,205,29479.97,19475.0,1474.0,832.04,0,10004.97,Actual
657,202605,CH07,West,SKU-302,245,238,238,22497.38,13090.0,1124.87,591.18,0,9407.38,Actual
658,202605,CH07,West,SKU-303,259,236,236,44461.9,29500.0,2223.09,1193.45,826.95,14961.9,Actual
659,202605,CH07,West,SKU-401,267,251,251,92243.78,55220.0,4612.19,2376.1,1831.63,37023.78,Actual
660,202605,CH07,West,SKU-402,240,219,219,29414.55,18615.0,1470.73,656.88,0,10799.55,Actual
661,202605,CH08,North,SKU-101,252,241,241,44918.18,28920.0,2695.09,1490.08,1286.06,15998.18,Actual
662,202605,CH08,North,SKU-102,267,259,259,76788.23,46620.0,4607.29,2149.33,0,30168.23,Actual
663,202605,CH08,North,SKU-103,242,233,233,37584.46,22135.0,2255.07,830.21,0,15449.46,Actual
664,202605,CH08,North,SKU-201,253,247,247,23851.51,16055.0,1431.09,579.45,0,7796.51,Actual
665,202605,CH08,North,SKU-202,220,198,198,46338.42,27720.0,2780.3,1537.25,0,18618.42,Actual
666,202605,CH08,North,SKU-203,251,237,237,30252.9,20145.0,1815.17,784.37,0,10107.9,Actual
667,202605,CH08,North,SKU-301,281,258,258,42771.67,24510.0,2566.3,1684.97,796.61,18261.67,Actual
668,202605,CH08,North,SKU-302,243,232,232,18703.99,12760.0,1122.24,545.38,0,5943.99,Actual
669,202605,CH08,North,SKU-303,236,223,223,42533.28,27875.0,2552.0,1156.23,1125.9,14658.28,Actual
670,202605,CH08,North,SKU-401,266,247,247,84512.05,54340.0,5070.72,3052.09,1399.82,30172.05,Actual
671,202605,CH08,North,SKU-402,235,220,220,29733.15,18700.0,1783.99,1094.72,0,11033.15,Actual
672,202605,CH08,South,SKU-101,236,227,227,46104.29,27240.0,2305.21,1276.73,0,18864.29,Actual
673,202605,CH08,South,SKU-102,248,225,225,70055.54,40500.0,3502.78,2709.4,0,29555.54,Actual
674,202605,CH08,South,SKU-103,259,242,242,33560.75,22990.0,1678.04,944.9,0,10570.75,Actual
675,202605,CH08,South,SKU-201,232,219,219,24788.05,14235.0,1239.4,850.11,0,10553.05,Actual
676,202605,CH08,South,SKU-202,220,208,208,43240.51,29120.0,2162.03,1676.42,0,14120.51,Actual
677,202605,CH08,South,SKU-203,257,242,242,32015.15,20570.0,1600.76,898.48,853.94,11445.15,Actual
678,202605,CH08,South,SKU-301,266,244,244,36208.03,23180.0,1810.4,800.83,0,13028.03,Actual
679,202605,CH08,South,SKU-302,243,231,231,20998.15,12705.0,1049.91,449.41,0,8293.15,Actual
680,202605,CH08,South,SKU-303,245,236,236,44162.79,29500.0,2208.14,920.28,0,14662.79,Actual
681,202605,CH08,South,SKU-401,246,232,232,87472.3,51040.0,4373.62,2154.23,0,36432.3,Actual
682,202605,CH08,South,SKU-402,250,229,229,33819.18,19465.0,1690.96,1275.78,970.14,14354.18,Actual
683,202605,CH08,East,SKU-101,277,258,258,50741.77,30960.0,4059.34,1778.4,0,19781.77,Actual
684,202605,CH08,East,SKU-102,251,240,240,68192.81,43200.0,5455.43,2488.32,0,24992.81,Actual
685,202605,CH08,East,SKU-103,231,223,223,34152.1,21185.0,2732.17,977.64,0,12967.1,Actual
686,202605,CH08,East,SKU-201,244,236,236,23398.88,15340.0,1871.91,694.49,474.57,8058.88,Actual
687,202605,CH08,East,SKU-202,241,217,217,47014.97,30380.0,3761.2,1196.06,0,16634.97,Actual
688,202605,CH08,East,SKU-203,261,251,251,35231.08,21335.0,2818.49,1371.73,634.31,13896.08,Actual
689,202605,CH08,East,SKU-301,264,238,238,39501.92,22610.0,3160.15,1266.85,0,16891.92,Actual
690,202605,CH08,East,SKU-302,257,250,250,20434.1,13750.0,1634.73,482.73,0,6684.1,Actual
691,202605,CH08,East,SKU-303,256,241,241,46457.72,30125.0,3716.62,1316.79,0,16332.72,Actual
692,202605,CH08,East,SKU-401,232,222,222,76944.66,48840.0,6155.57,2920.76,0,28104.66,Actual
693,202605,CH08,East,SKU-402,223,200,200,25161.25,17000.0,2012.9,836.22,0,8161.25,Actual
694,202605,CH08,West,SKU-101,255,229,229,41773.55,27480.0,2088.68,1533.05,0,14293.55,Actual
695,202605,CH08,West,SKU-102,237,221,221,68737.42,39780.0,3436.87,1444.34,0,28957.42,Actual
696,202605,CH08,West,SKU-103,245,220,220,33961.99,20900.0,1698.1,1214.05,547.76,13061.99,Actual
697,202605,CH08,West,SKU-201,245,225,225,23593.92,14625.0,1179.7,806.65,0,8968.92,Actual
698,202605,CH08,West,SKU-202,239,225,225,49216.12,31500.0,2460.81,1034.1,911.6,17716.12,Actual
699,202605,CH08,West,SKU-203,267,245,245,31597.68,20825.0,1579.88,1148.45,903.95,10772.68,Actual
700,202605,CH08,West,SKU-301,225,218,218,32126.1,20710.0,1606.31,696.19,0,11416.1,Actual
701,202605,CH08,West,SKU-302,235,220,220,17731.2,12100.0,886.56,511.41,0,5631.2,Actual
702,202605,CH08,West,SKU-303,242,220,220,44247.01,27500.0,2212.35,1391.12,0,16747.01,Actual
703,202605,CH08,West,SKU-401,265,241,241,79326.93,53020.0,3966.35,2012.01,0,26306.93,Actual
704,202605,CH08,West,SKU-402,244,220,220,30928.1,18700.0,1546.41,640.01,0,12228.1,Actual
705,202606,CH01,North,SKU-101,245,233,233,42164.54,27960.0,2529.87,1062.4,0,14204.54,Actual
706,202606,CH01,North,SKU-102,272,249,249,68986.32,44820.0,4139.18,1947.21,0,24166.32,Actual
707,202606,CH01,North,SKU-103,237,226,226,36452.18,21470.0,2187.13,1330.03,0,14982.18,Actual
708,202606,CH01,North,SKU-201,245,227,227,24661.29,14755.0,1479.68,824.31,380.1,9906.29,Actual
709,202606,CH01,North,SKU-202,257,237,237,56732.17,33180.0,3403.93,1665.29,1270.11,23552.17,Actual
710,202606,CH01,North,SKU-203,246,232,232,30547.96,19720.0,1832.88,1130.63,428.61,10827.96,Actual
711,202606,CH01,North,SKU-301,280,264,264,42560.31,25080.0,2553.62,1514.74,0,17480.31,Actual
712,202606,CH01,North,SKU-302,235,227,227,19050.96,12485.0,1143.06,420.2,0,6565.96,Actual
713,202606,CH01,North,SKU-303,258,246,246,47579.44,30750.0,2854.77,1517.06,1049.75,16829.44,Actual
714,202606,CH01,North,SKU-401,259,238,238,82661.71,52360.0,4959.7,2923.88,1200.7,30301.71,Actual
715,202606,CH01,North,SKU-402,259,248,248,34520.59,21080.0,2071.24,841.41,0,13440.59,Actual
716,202606,CH01,South,SKU-101,218,211,211,41317.15,25320.0,2065.86,863.53,0,15997.15,Actual
717,202606,CH01,South,SKU-102,261,254,254,72857.5,45720.0,3642.87,1940.88,1406.64,27137.5,Actual
718,202606,CH01,South,SKU-103,238,222,222,34575.21,21090.0,1728.76,1070.55,466.52,13485.21,Actual
719,202606,CH01,South,SKU-201,240,216,216,24423.86,14040.0,1221.19,923.41,0,10383.86,Actual
720,202606,CH01,South,SKU-202,253,229,229,51298.68,32060.0,2564.93,1118.18,1129.51,19238.68,Actual
721,202606,CH01,South,SKU-203,243,221,221,29529.59,18785.0,1476.48,1012.7,0,10744.59,Actual
722,202606,CH01,South,SKU-301,240,233,233,36729.71,22135.0,1836.49,1316.53,0,14594.71,Actual
723,202606,CH01,South,SKU-302,258,238,238,22695.15,13090.0,1134.76,454.41,0,9605.15,Actual
724,202606,CH01,South,SKU-303,239,227,227,46777.62,28375.0,2338.88,1490.77,0,18402.62,Actual
725,202606,CH01,South,SKU-401,242,224,224,79684.46,49280.0,3984.22,1808.16,947.32,30404.46,Actual
726,202606,CH01,South,SKU-402,257,246,246,32841.42,20910.0,1642.07,1169.04,0,11931.42,Actual
727,202606,CH01,East,SKU-101,228,211,211,42123.39,25320.0,3369.87,1056.86,432.1,16803.39,Actual
728,202606,CH01,East,SKU-102,252,238,238,74425.48,42840.0,5954.04,2254.29,870.86,31585.48,Actual
729,202606,CH01,East,SKU-103,252,234,234,36282.49,22230.0,2902.6,900.02,0,14052.49,Actual
730,202606,CH01,East,SKU-201,225,205,205,19707.59,13325.0,1576.61,783.31,0,6382.59,Actual
731,202606,CH01,East,SKU-202,247,241,241,57765.77,33740.0,4621.26,1828.53,0,24025.77,Actual
732,202606,CH01,East,SKU-203,266,247,247,32368.48,20995.0,2589.48,1082.73,0,11373.48,Actual
733,202606,CH01,East,SKU-301,258,245,245,34678.89,23275.0,2774.31,782.58,0,11403.89,Actual
734,202606,CH01,East,SKU-302,253,242,242,22097.04,13310.0,1767.76,827.69,0,8787.04,Actual
735,202606,CH01,East,SKU-303,250,228,228,46618.93,28500.0,3729.51,956.33,0,18118.93,Actual
736,202606,CH01,East,SKU-401,240,232,232,83457.13,51040.0,6676.57,1996.7,1044.13,32417.13,Actual
737,202606,CH01,East,SKU-402,293,277,277,37520.07,23545.0,3001.61,1156.65,0,13975.07,Actual
738,202606,CH01,West,SKU-101,224,212,212,37693.05,25440.0,1884.65,1164.22,553.14,12253.05,Actual
739,202606,CH01,West,SKU-102,256,240,240,63178.86,43200.0,3158.94,2134.57,0,19978.86,Actual
740,202606,CH01,West,SKU-103,238,231,231,35860.14,21945.0,1793.01,1298.08,0,13915.14,Actual
741,202606,CH01,West,SKU-201,254,241,241,24428.73,15665.0,1221.44,716.34,0,8763.73,Actual
742,202606,CH01,West,SKU-202,234,217,217,49122.62,30380.0,2456.13,1877.8,0,18742.62,Actual
743,202606,CH01,West,SKU-203,217,201,201,28371.9,17085.0,1418.6,950.83,508.39,11286.9,Actual
744,202606,CH01,West,SKU-301,262,255,255,38122.49,24225.0,1906.12,953.73,473.06,13897.49,Actual
745,202606,CH01,West,SKU-302,254,229,229,19690.42,12595.0,984.52,527.43,396.14,7095.42,Actual
746,202606,CH01,West,SKU-303,232,217,217,47450.44,27125.0,2372.52,1285.65,0,20325.44,Actual
747,202606,CH01,West,SKU-401,245,228,228,86023.5,50160.0,4301.18,2386.76,1995.21,35863.5,Actual
748,202606,CH01,West,SKU-402,247,238,238,29706.42,20230.0,1485.32,1152.91,0,9476.42,Actual
749,202606,CH02,North,SKU-101,231,218,218,42654.98,26160.0,2559.3,1195.59,0,16494.98,Actual
750,202606,CH02,North,SKU-102,242,220,220,62073.9,39600.0,3724.43,2153.18,0,22473.9,Actual
751,202606,CH02,North,SKU-103,235,222,222,34075.32,21090.0,2044.52,1275.72,733.97,12985.32,Actual
752,202606,CH02,North,SKU-201,243,220,220,23052.8,14300.0,1383.17,721.94,0,8752.8,Actual
753,202606,CH02,North,SKU-202,275,250,250,53861.42,35000.0,3231.69,1240.37,0,18861.42,Actual
754,202606,CH02,North,SKU-203,247,240,240,30073.37,20400.0,1804.4,1055.66,0,9673.37,Actual
755,202606,CH02,North,SKU-301,254,238,238,33328.41,22610.0,1999.7,1086.57,0,10718.41,Actual
756,202606,CH02,North,SKU-302,267,260,260,21923.63,14300.0,1315.42,492.99,0,7623.63,Actual
757,202606,CH02,North,SKU-303,233,217,217,39659.07,27125.0,2379.54,1202.69,0,12534.07,Actual
758,202606,CH02,North,SKU-401,254,238,238,86481.71,52360.0,5188.9,3130.08,2508.89,34121.71,Actual
759,202606,CH02,North,SKU-402,224,203,203,26470.9,17255.0,1588.25,762.29,0,9215.9,Actual
760,202606,CH02,South,SKU-101,257,243,243,42759.34,29160.0,2137.97,1626.91,0,13599.34,Actual
761,202606,CH02,South,SKU-102,245,221,221,62962.72,39780.0,3148.14,2292.46,1670.2,23182.72,Actual
762,202606,CH02,South,SKU-103,254,239,239,38369.97,22705.0,1918.5,1401.22,868.28,15664.97,Actual
763,202606,CH02,South,SKU-201,264,257,257,26297.72,16705.0,1314.89,810.56,581.23,9592.72,Actual
764,202606,CH02,South,SKU-202,236,215,215,48806.62,30100.0,2440.33,1034.3,0,18706.62,Actual
765,202606,CH02,South,SKU-203,255,234,234,31963.64,19890.0,1598.18,1065.36,0,12073.64,Actual
766,202606,CH02,South,SKU-301,223,203,203,28908.41,19285.0,1445.42,695.13,0,9623.41,Actual
767,202606,CH02,South,SKU-302,245,230,230,19852.13,12650.0,992.61,588.93,0,7202.13,Actual
768,202606,CH02,South,SKU-303,245,230,230,42940.94,28750.0,2147.05,912.1,490.52,14190.94,Actual
769,202606,CH02,South,SKU-401,253,238,238,89714.15,52360.0,4485.71,3516.42,0,37354.15,Actual
770,202606,CH02,South,SKU-402,214,195,195,24252.87,16575.0,1212.64,747.6,555.67,7677.87,Actual
771,202606,CH02,East,SKU-101,268,244,244,43134.02,29280.0,3450.72,972.19,537.69,13854.02,Actual
772,202606,CH02,East,SKU-102,251,245,245,68683.19,44100.0,5494.66,2313.68,0,24583.19,Actual
773,202606,CH02,East,SKU-103,285,269,269,39984.42,25555.0,3198.75,861.07,403.19,14429.42,Actual
774,202606,CH02,East,SKU-201,258,242,242,24747.01,15730.0,1979.76,700.56,0,9017.01,Actual
775,202606,CH02,East,SKU-202,233,220,220,53500.1,30800.0,4280.01,1849.67,872.44,22700.1,Actual
776,202606,CH02,East,SKU-203,245,224,224,28161.87,19040.0,2252.95,1012.43,0,9121.87,Actual
777,202606,CH02,East,SKU-301,258,251,251,37973.81,23845.0,3037.9,814.72,0,14128.81,Actual
778,202606,CH02,East,SKU-302,239,234,234,21682.45,12870.0,1734.6,538.02,0,8812.45,Actual
779,202606,CH02,East,SKU-303,271,252,252,47798.01,31500.0,3823.84,1347.59,0,16298.01,Actual
780,202606,CH02,East,SKU-401,265,247,247,90707.65,54340.0,7256.61,2863.39,0,36367.65,Actual
781,202606,CH02,East,SKU-402,267,241,241,35027.85,20485.0,2802.23,1185.38,0,14542.85,Actual
782,202606,CH02,West,SKU-101,230,214,214,41462.33,25680.0,2073.12,1260.13,0,15782.33,Actual
783,202606,CH02,West,SKU-102,258,235,235,63022.89,42300.0,3151.14,2456.98,1738.93,20722.89,Actual
784,202606,CH02,West,SKU-103,235,220,220,34501.0,20900.0,1725.05,978.72,0,13601.0,Actual
785,202606,CH02,West,SKU-201,243,221,221,23309.77,14365.0,1165.49,686.12,0,8944.77,Actual
786,202606,CH02,West,SKU-202,252,241,241,51049.71,33740.0,2552.49,1046.72,872.78,17309.71,Actual
787,202606,CH02,West,SKU-203,264,252,252,32737.23,21420.0,1636.86,1026.24,848.71,11317.23,Actual
