ean,article,chain,brand,category,mrp,final_effective_margin_pct,distribution_pct,record_status,qc_severity
8904417311860.0,200007022.0,Wh-Smith,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311549.0,200007029.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318265.0,200010073.0,Wh-Smith,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307139.0,200010080.0,Wh-Smith,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417314021.0,AQU0524,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311389.0,AQU0526,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306255.0,AQU0400,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778462.0,AQU0440,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303292.0,BBL0032,Beauty & Nutrie,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417303285.0,BBL0033,Beauty & Nutrie,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302707.0,BBL0047,Beauty & Nutrie,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302066.0,BBL0037,Beauty & Nutrie,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8906087779490.0,BBL0038,Beauty & Nutrie,BBLUNT,Styling Products,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,MAM0407,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,MAM0147,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,MAM0179,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773535.0,MAM0335,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417305258.0,MAM0450,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774624.0,TDC0007,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774808.0,TDC0009,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776017.0,TDC0014,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775713.0,THE0429,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775645.0,THE0428,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772040.0,THE0431,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776604.0,THE0426,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779872.0,AQU0432,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778110.0,AQU0397,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779407.0,AQU0402,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779513.0,BBL0034,Beauty & Nutrie,BBLUNT,Styling Products,500.0,25.0,50.0,PUBLISHED,PASS
8904417302073.0,BBL0036,Beauty & Nutrie,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,MAM0158,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773474.0,MAM0346,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772460.0,MAM0324,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775690.0,THE0467,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773849.0,THE0430,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417314014.0,AQU0527,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302776.0,BBL0030,Beauty & Nutrie,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302738.0,BBL0031,Beauty & Nutrie,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8904417302318.0,MAM0574,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778486.0,MAM0559,Beauty & Nutrie,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,MAM0153,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772095.0,THE0468,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776802.0,AQU0525,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306514.0,AQU0396,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087777090.0,AQU0401,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779377.0,AQU0441,Beauty & Nutrie,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302745.0,BBL0035,Beauty & Nutrie,BBLUNT,Hair Care,500.0,25.0,50.0,PUBLISHED,PASS
8906087779506.0,BBL0039,Beauty & Nutrie,BBLUNT,Styling Products,500.0,25.0,50.0,PUBLISHED,PASS
8904417306439.0,MAM0558,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,MAM0152,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417301762.0,MAM0309,Beauty & Nutrie,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773863.0,TDC0011,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775607.0,THE0427,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779483.0,BBL0027,Beauty & Nutrie,BBLUNT,Hair Colour,500.0,25.0,50.0,PUBLISHED,PASS
8906087776116.0,MAM0168,Beauty & Nutrie,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417307740.0,MAM0472,Beauty & Nutrie,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087774105.0,THE0482,Beauty & Nutrie,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773849.0,500020134.0,Dmart,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302318.0,500019886.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317275.0,500021059.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087777229.0,500019611.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087777212.0,500019612.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306248.0,500021961.0,Dmart,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311549.0,500021981.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317183.0,500019527.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,500018834.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317268.0,500019528.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417318081.0,500021194.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779254.0,500019873.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417317244.0,500021080.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417317589.0,500021196.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417318074.0,500021193.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778462.0,500020556.0,Dmart,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773016.0,500018941.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778455.0,500019360.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307764.0,500020646.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417312546.0,500021197.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417302301.0,500019887.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779407.0,500020562.0,Dmart,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311501.0,500021983.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771814.0,500018929.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772897.0,500019359.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087773115.0,500018942.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771180.0,500019087.0,Dmart,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,500018836.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775713.0,500020135.0,Dmart,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417315141.0,500021982.0,Dmart,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771883.0,500018831.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772873.0,500019403.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417305258.0,500020648.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417316896.0,500021985.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779261.0,500019872.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,500018943.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318296.0,500021195.0,Dmart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,500019278.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772040.0,500020130.0,Dmart,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306439.0,500020647.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303537.0,500019642.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417310245.0,500020295.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770442.0,500018833.0,Dmart,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417315073.0,500021382.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771807.0,500018832.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,500018835.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417300512.0,500019884.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417307740.0,500020644.0,Dmart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417314298.0,500021202.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,500020649.0,Dmart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775645.0,500020123.0,Dmart,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771180.0,1311024341.0,Vmm,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771814.0,1311024342.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,1311024343.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,1311024344.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,1311024345.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,1311024346.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,1311024347.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773924.0,1311024348.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778455.0,1311024349.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776369.0,1311024350.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771883.0,1311024351.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771807.0,1311024352.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772187.0,1311024353.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417311587.0,1311024354.0,Vmm,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311570.0,1311024355.0,Vmm,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,1311024356.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417305258.0,1311024357.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317268.0,1311024685.0,Vmm,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417317183.0,1311024686.0,Vmm,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417317244.0,1311024687.0,Vmm,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087777229.0,1311024688.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417313178.0,1311024836.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417316346.0,1311025379.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417316346.0,1311025380.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417300512.0,1311025381.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778233.0,1311025382.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778240.0,1311025383.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778240.0,1311025384.0,Vmm,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303537.0,1311025385.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417307740.0,1311025386.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417315073.0,1311025387.0,Vmm,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771807.0,101816368.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417300628.0,102205423.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417316407.0,102246924.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,101830767.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303537.0,102238854.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087778233.0,102246922.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772613.0,102205425.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,102020475.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417312546.0,102238846.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,102238840.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771180.0,101930747.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772187.0,101946920.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771142.0,102053253.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417307740.0,102238852.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770435.0,101930759.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087778462.0,102213640.0,More Retail,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774020.0,102205419.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417306439.0,102238838.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778110.0,102213632.0,More Retail,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770060.0,102205409.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771814.0,101816370.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417317268.0,102238848.0,More Retail,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417320862.0,102246920.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770008.0,101830777.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770442.0,102205431.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772040.0,102213702.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773115.0,102020145.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771319.0,102031857.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772378.0,102020407.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417316346.0,102246926.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770046.0,101816376.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087773535.0,102020139.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417300673.0,102205427.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417311570.0,102238844.0,More Retail,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417305258.0,102238842.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770152.0,102205433.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772279.0,102020153.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318081.0,102238858.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770640.0,101816378.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,102214086.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417315141.0,102257936.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776604.0,102213730.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772545.0,102205411.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771845.0,102020403.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417311587.0,102238856.0,More Retail,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087773375.0,102205417.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,101830769.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317183.0,102238850.0,More Retail,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087770534.0,101830779.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770695.0,102085413.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087773016.0,102020155.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306255.0,102213620.0,More Retail,Aqualogica,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,102020477.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417318074.0,102257934.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770527.0,101816374.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417300512.0,102257938.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775645.0,102213720.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775713.0,102213726.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417314298.0,102257940.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773474.0,102020137.0,More Retail,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770022.0,101816380.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087771883.0,102020409.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087773849.0,102213712.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087775607.0,102246918.0,More Retail,The Derma Co.,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087776116.0,102205421.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772897.0,102020405.0,More Retail,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772552.0,102205413.0,More Retail,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417312546.0,69050.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417314298.0,69051.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770046.0,63694.0,V-Mart,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087770671.0,59507.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772859.0,59508.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770664.0,59509.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087770657.0,59510.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772569.0,61940.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087772460.0,61942.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087778455.0,61948.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087774617.0,61951.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417306033.0,63690.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087779032.0,63697.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773474.0,63698.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773535.0,66279.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087773917.0,66579.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771814.0,59513.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772378.0,59511.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771746.0,59514.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087775812.0,59506.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087771807.0,59512.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087775089.0,61949.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087770022.0,63691.0,V-Mart,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8906087772897.0,63692.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417309546.0,69528.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417315073.0,69533.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417311570.0,69537.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087776628.0,63696.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317244.0,67563.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417319880.0,69047.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417319873.0,69048.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8906087771333.0,69052.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417311501.0,69053.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417316896.0,69530.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417317596.0,69531.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417317589.0,69536.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417300512.0,69049.0,V-Mart,Mamaearth,Face,500.0,25.0,50.0,PUBLISHED,PASS
8904417303537.0,66280.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417310351.0,66580.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8906087772187.0,69054.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
8904417317268.0,67561.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311693.0,68823.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311952.0,68824.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311679.0,68825.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311686.0,68826.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8904417311587.0,69534.0,V-Mart,Mamaearth,Body,500.0,25.0,50.0,PUBLISHED,PASS
8906087770558.0,63700.0,V-Mart,Mamaearth,Baby,500.0,25.0,50.0,PUBLISHED,PASS
8904417322361.0,69532.0,V-Mart,Mamaearth,Hair,500.0,25.0,50.0,PUBLISHED,PASS
