Eligibility_Tier,Month,Ship To Name,Brand,NSV (Lakh),Eligibility Reasoning,Override_Action,Override_Chain,Override_Remarks
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.1996798,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,0.0584928,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.1597439,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.13584790000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.0290852,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.056367600000000004,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.12584969999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0385084,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0403421,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,1.6960672,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.4488,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0786559,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2383457,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0440095,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.0827064,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.41422370000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1573119,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1258495,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.20125830000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,1.6960677,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.1725356,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1006292,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,1.0567321,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.2875593,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.3392136,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1696068,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.317398,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2640569,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1650356,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2475534,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2683444,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.5088203,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.169859,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.2300475,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.317398,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1573119,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.7550967999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,The Derma Co.,0.26928,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.4755295,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.2365668,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.20125830000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.15094370000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.7865592,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0503146,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1308305,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.0784983,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Aqualogica,0.2587458,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.055011899999999996,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Sancus Networks Private Limited-RMT,Mamaearth,0.1650356,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.4392379,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0092361,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.3553534,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.664207,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0791289,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.1431596,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.2636749,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,The Derma Co.,0.5931363,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.1776767,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.3509721,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0791289,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,The Derma Co.,0.4745091,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.4610347,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0507986,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.3553534,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.2968985,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.3295936,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,CHHABRA TRADERS_Ship To,Mamaearth,0.0791289,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Kiran Trading Company_Ship to,Mamaearth,1.6586610999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,JUST MARK-Dmart,Mamaearth,0.057872200000000006,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,0.05368270000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,1.2883852,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,0.06710350000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.0334678,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.0278712,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.0195322,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,0.0390644,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,0.0390644,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.0210881,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,BBLUNT,0.022330500000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.0804571,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.053593199999999994,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,0.0279272,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,0.0195322,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,BBLUNT,0.0292983,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,The Derma Co.,1.6104838000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.20114259999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,D.L. Sales - MT,Mamaearth,0.0292983,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.8500596,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.5955072,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.039802699999999996,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.4657652,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.5584382,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.023268200000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.174512,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.24901700000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,0.174512,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,1.4368983,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,5.4358338,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,0.3592242,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,0.5708885,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,0.6213752,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.059839300000000005,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.46938230000000003,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.22828110000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.0391152,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.2936912,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.3722159,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.08703899999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.16319809999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.019590299999999998,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.040745,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.0423748,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,MARK ENTERPRISE,The Derma Co.,0.07823050000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.1415485,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Aqualogica,-0.6789127,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0798054,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0193902,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.0443586,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0062115,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0304965,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0055448,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.014178699999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,BBLUNT,-0.0042502,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.04877,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.013312000000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.006600399999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0014946,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.1144022,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.006917100000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0137509,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0665379,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Aqualogica,-0.0074838,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0573761,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.013834200000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0033280000000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.12475850000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.0077561,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.7980875,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0066504,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.011089700000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.4972337,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Aqualogica,-0.013312000000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0177234,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.3922432,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0066504,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0230404,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Aqualogica,-0.0027724,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Aqualogica,-0.055448199999999996,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.009984,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.050986800000000006,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0594041,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,BBLUNT,-0.0325849,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0077561,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0055448,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.037363600000000004,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0044336,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.2938755,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0538036,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0033280000000000002,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.009984,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.0038781,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.011089700000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.009984,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0292464,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Aqualogica,-0.0399138,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.044336400000000005,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.03328,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0046558,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0264018,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.0108174,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.011089700000000001,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.01664,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.09148959999999999,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0096951,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0833779,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,The Derma Co.,-0.001939,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.03263,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
Not_Eligible,Aug'25,Vanaja Agencies_Mt,Mamaearth,-0.0011056,No secondary data match despite brand and article being in offtake universe; data gap or special case; requires review.,,,
