Customer Code,Customer Name / Ship-to Name,State,Zone,City / Location,Business Region / Sub-region,Chain Name,Account,Channel,Mapping Source,Validation Status,Remarks
1102638,TO20-MP Gwalior Rolex Tower,Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102764,T2IT-STORE Ujjain-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102766,T2LW-STORE Khandwa MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102767,T2LX-STORE DHAR-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102775,T2QS-STORE Narsinghpur-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102776,T2QB-STORE Sheopur Kalan-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102777,T2QA-STORE Satna Saristal-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102778,T2PZ-STORE Neemuch-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102779,T2PY-STORE Morena-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102780,T2PX-STORE Mandsaur-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102781,T2PW-STORE Gwalior Gospura-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102785,T2OZ-STORE BHIND-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102787,T2PS-STORE SAGAR-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102788,T2PU-STORE Burhanpur-MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102839,T2IS-STORE JABALPUR MP.,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102840,T2PV-STORE DAMOH MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102841,T2OY-STORE BHOPAL MP,Madhya Pradesh,North,Madhya Pradesh,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102858,TO20-MP Gwalior Rolex Tower,Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102859,TP75-SMT MP Jabalpur Shashtri Bridge-MP,Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102862,3210-SMT MP Bhopal Ayodhya Bypass-MP,Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103018,SZ9J-RRL VF MP Indore DC,Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1103043,FSN Distribution Ltd_Indore-Indore,Madhya Pradesh,North,Madhya Pradesh,,Fsn Distribution,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1103050,DC Agencies-Ascent-Indore,Madhya Pradesh,North,Madhya Pradesh,,Ascent Wellness,Ascent Wellness,EB2B,Customer Code,Confirmed,
1103199,Hyper Grocer-MP,Madhya Pradesh,North,Madhya Pradesh,,Hyper Grocer,Hyper Grocer,EB2B,Customer Code,Confirmed,
1103396,TGL6- SMT MP Sagar Sunrise Plaza,Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103682,"TOL2- Smart Fortune Plaza Shivpuri, MP",Madhya Pradesh,North,Madhya Pradesh,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103824,Shoppers Stop Ltd- Phoenix Mall-8511-INDORE,Madhya Pradesh,North,Madhya Pradesh,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103838,Shoppers Stop Ltd-Db Mall-155-BHOPAL,Madhya Pradesh,North,Madhya Pradesh,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103852,Shoppers Stop Ltd-Gwalior Keshar-8512-Gwalior,Madhya Pradesh,North,Madhya Pradesh,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103853,Shoppers Stop Ltd-Indore-168-INDORE,Madhya Pradesh,North,Madhya Pradesh,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103987,Nykaa E-Retail Limited.-MP EB2B,Madhya Pradesh,North,Madhya Pradesh,,Nykaa E-Retail Limited,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1104005,"Avenue E Commerce Ltd -IAB0-Ayodhya Bypass FC, MP",Madhya Pradesh,North,Madhya Pradesh,,D-Mart-Store-E-Com,D-Mart-Offline,MT,Customer Code,Confirmed,
1104006,Avenue E Commerce Ltd -  IAA0-Kanadia FC-MP,Madhya Pradesh,North,Madhya Pradesh,,D-Mart-Store-E-Com,D-Mart-Offline,MT,Customer Code,Confirmed,
1104828,CHOUDHARY ENTERPRISES-MT-MP-North,Madhya Pradesh,North,Madhya Pradesh,,CHOUDHARY ENTERPRISES,CHOUDHARY ENTERPRISES,MT,Customer Code,Confirmed,
1100031,Wal-Mart(Ho)-Punjab,Punjab,North,Punjab,,Wal-Mart(Ho),Wal-Mart(Ho),MT,Customer Code,Confirmed,
1100431,T2YF-ZIRAKPUR(Punjab)-DC43,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1100493,4702-Amritsar (Punjab),Punjab,North,Punjab,,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,
1100494,4703-Zirakpur (Punjab),Punjab,North,Punjab,,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,
1100495,4706-Jalandhar (Punjab),Punjab,North,Punjab,,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,
1100499,4717-Ludhiana (Punjab),Punjab,North,Punjab,,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,
1100511,4801-Ludhiana-3 (Punjab),Punjab,North,Punjab,,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,
1100618,FB08-Fatehgarh Sahib,Punjab,North,Punjab,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1100637,T0SI-Punjab (JALANDHAR)-DC47,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1100638,T0SK-AMRITSAR (Punjab)-DC48,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1100729,Medicos Healthcare-Punjab,Punjab,North,Punjab,,Medicos Healthcare,Medicos Healthcare,EB2B,Customer Code,Confirmed,
1100819,1481-Barnala Punjab D-Mart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100820,1471-Hassanpur Patiala DMart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100821,1441-Lajpat Nagar Jalandhar DMart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100822,1431-Lawrence Road Amritsar Dmart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100823,1411-Palm Heights Ludhiana DMart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100824,1402-Peer Muchalla Chandigarh Dmart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100825,1401-Zirakpur Chandigarh DMart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1100928,FRAZ-Banur Rajpura Sf -Punjab,Punjab,North,Punjab,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1100987,1442-Reru Jalandhar DMart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101407,1403-Mandi Gobinbdgarh Dmart,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101460,S885-Jalandhar,Punjab,North,Punjab,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101481,S950-EGROCERY FC PATIALA PB,Punjab,North,Punjab,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101516,FRBA-Rajpura,Punjab,North,Punjab,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1101572,WHSM-PHAGWARA-UNIV-LPU BH6 -(S10),Punjab,North,Punjab,,Travel News Services-Wsmith,Travel News Services-Wsmith,MT,Customer Code,Confirmed,
1101671,H&B STORES LIMITED-Punjab,Punjab,North,Punjab,,H&B Stores Limited,H&B Stores Limited,MT,Customer Code,Confirmed,
1101876,1501-Patti Mehna Bathinda Dmart-,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101911,1050-Rajpura Punjab GM DC,Punjab,North,Punjab,,DC-D-Mart-Offline,D-Mart-Offline,MT,Customer Code,Confirmed,
1101930,CURE MEDICS-Punjab,Punjab,North,Punjab,,CURE MEDICS,CURE MEDICS,EB2B,Customer Code,Confirmed,
1102185,Supermarket Grocery-Punjab,Punjab,North,Punjab,,Supermarket Grocery,Supermarket Grocery,EB2B,Customer Code,Confirmed,
1102530,T2E4-Patiala-PB,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102532,T2HN-Store Amritsar Ajnala Road-PB,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102643,TNC6-MKT PB Jalandhar Puda Multiplex,Punjab,North,Punjab,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102644,FRBD-PB Chandigarh ELANTE MALL,Punjab,North,Punjab,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102724,T3DS-STORE Jalandhar Vasal Tower-PB,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102768,T2MA-STORE Ludhiana Dugri PB,Punjab,North,Punjab,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102931,2996-Bestech Square Mall-PB,Punjab,North,Punjab,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102942,TE57-Mall of Amritsar Rajinder Nagar-PB,Punjab,North,Punjab,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103067,Aggarwal Associates-Mohali,Punjab,North,Punjab,,Aggarwal Associates,Aggarwal Associates,MT,Customer Code,Confirmed,Source Status=Inactive
1103089,TNC7-SMT MKT PB SAS Nagar Sungumberg Mall-PB,Punjab,North,Punjab,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103487,Avenue E Commerce Limited-Amritsar FC,Punjab,North,Punjab,,D-Mart-Store-E-Com,D-Mart-Offline,MT,Customer Code,Confirmed,
1103827,Shoppers Stop Ltd-Alpha One Mall-151-Amritsar,Punjab,North,Punjab,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103882,Shoppers Stop Ltd-Pavilion Mall-191-Ludhiana,Punjab,North,Punjab,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103894,Shoppers Stop Ltd-Silver Arc Mall-8703-Ludhiana,Punjab,North,Punjab,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103915,Shoppers Stop-Elante Mall-174-Chandigarh,Punjab,North,Punjab,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103942,Kids Clinic India Ltd-Chandigarh,Punjab,North,Punjab,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103945,Kids Clinic India Ltd-Ludhiana,Punjab,North,Punjab,,Kids Clinic,Kids Clinic,SIS,Customer Code,Confirmed,
1103994,Nykaa E-Retail Limited.-PB EB2B,Punjab,North,Punjab,,Nykaa E-Retail Limited,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1104215,Fsn Distribution_Rajpura,Punjab,North,Punjab,,Fsn Distribution,Nykaa E-Retail Limited,EB2B,Customer Code,Confirmed,
1104233,1413-Thrike Ludhiana Punjab Dmart -1413,Punjab,North,Punjab,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1104280,T914-SMART-MBD Neopolis Mall-Ludhiana,Punjab,North,Punjab,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1104570,RR Traders-MT-Punjab,Punjab,North,Punjab,,RR Traders-MT,RR Traders-MT,MT,Customer Code,Confirmed,
1100022,Reliance Retail(Ho)-Rajasthan,Rajasthan,North,Rajasthan,,Reliance Retail(Ho),Reliance Retail,MT,Customer Code,Confirmed,
1100497,4713-Kota (Rajasthan),Rajasthan,North,Rajasthan,,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,
1100616,CT08-Jaipur,Rajasthan,North,Rajasthan,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1100636,T0RE-JAIPUR-DC45,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,Duplicate code (2 identical rows)
1101093,Apollo Healthco Limited_Rajasthan,Rajasthan,North,Rajasthan,,Apollo Healthco,Apollo Healthco,MT,Customer Code,Confirmed,
1101173,Reliance Retail-Store-Rajasthan,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1101435,3201-Kota Rajasthan Dmart (3201),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101436,3101-Bhilwara Rajasthan Dmart (3101),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101437,3008-Jhotwara Jaipur Dmart (3008),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101438,3006-Narsinghpura Jagatpura Jaipur (3006),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101439,3005-Triton Mall Jaipur Dmart (3005),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101440,3004-Pratap Nagar Jaipur Dmart (3004),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101441,3003-Panchsheel Nagar Ajmer Dmart (3003),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101442,3002-Malviya Nagar Jaipur Dmart (3002),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101443,3001-Lalkothi Jaipur Dmart (3001),Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101449,RELIANCE B2B-CNC(HO)-Rajasthan,Rajasthan,North,Rajasthan,,RELIANCE B2B-CNC(HO),Reliance Retail,MT,Customer Code,Confirmed,
1101450,SK00-SMART HUB BHARATPUR RRL,Rajasthan,North,Rajasthan,,Reliance Retail-Jio-CNC,Reliance Retail,MT,Customer Code,Confirmed,
1101557,3009-Gandhinagar UIT Stadium Alwar,Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101688,3011-Kishangarh Ajmer Rajasthan D-Mart-3,Rajasthan,North,Rajasthan,,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,
1101737,Khandelwal Enterprises-RJ,Rajasthan,North,Rajasthan,,Khandelwal Enterprises,Khandelwal Enterprises,MT,Customer Code,Confirmed,
1101882,Chetna Pharma Distributors-Rajasthan,Rajasthan,North,Rajasthan,,Chetna Pharma Distributors,Chetna Pharma Distributors,EB2B,Customer Code,Confirmed,
1101884,Kusum Traders-Rajasthan,Rajasthan,North,Rajasthan,,Kusum Traders,Kusum Traders,EB2B,Customer Code,Confirmed,
1102294,Medcords-Rajasthan,Rajasthan,North,Rajasthan,,Medcords,Medcords,EB2B,Customer Code,Confirmed,
1102295,Medcords-Rajasthan,Rajasthan,North,Rajasthan,,Medcords,Medcords,EB2B,Customer Code,Confirmed,
1102386,1068-ASL WM DC- Kalwara Sanganer-Jaipur,Rajasthan,North,Rajasthan,,DC-D-Mart-Offline,D-Mart-Offline,MT,Customer Code,Confirmed,
1102534,T2XD-STORE Bhilwara -RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102536,T2SQ-STORE AJMER -RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102564,T2RV -STORE JODHPUR RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102592,T2OV -STORE Jhunjhunu,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102593,T2MB -STORE Kotputli -RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102631,TP76-RJ Jodhpur Saraswati Nagar,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102770,T2OR-STORE Barmer-RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102771,T2OS-STORE BEAWAR-Rajasthan,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102773,T2TG-STORE Bharatpur-RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102782,T2OT-STORE Ganganagar,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102783,T2OU-STORE Hanumangarh-Rajasthan,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102784,T2OX-STORE Udaipur-Rajasthan,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102786,T2PE-STORE Sikar-Rajasthan,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102802,T2KH-STORE Jaipur Sitapura-RJ,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102831,T2TH-STORE BIKANER-Rajasthan,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102849,T2OW -STORE KOTA Rajasthan.,Rajasthan,North,Rajasthan,,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,
1102917,TY87-SMT RJ Churu Shyam Cinema-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102918,TH94-Near Bajaj Cirlce-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102919,T946-Hotel Paras Mahal NH-8-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102927,FRER-SB Jodhpur Old Olympic Cinema-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102932,6717-Plot No. 812Cp IV RIICO-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102935,FRDP-SB Jaipur Pink Square Mall-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102936,FRDT-SB Kota Jhalawar Road-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102937,FREM-SB Udaipur Celebration Mall Mf-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1102952,SL6S-Jaipur-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,
1103095,Swastik Marketing,Rajasthan,North,Rajasthan,,Swastik Marketing,Swastik Marketing,MT,Customer Code,Confirmed,
1103117,6726-SMT RJ Jaipur Elements Mall,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103660,TNC5-Smart-VKI Jaipur-RJ,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1103804,Shoppers Stop Ltd-Manupasna-280-Jaipur,Rajasthan,North,Rajasthan,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103858,Shoppers Stop Ltd-Jodhpur-228-JODHPUR,Rajasthan,North,Rajasthan,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103868,Shoppers Stop Ltd-Mall Of Jaipur-358-Jaipur,Rajasthan,North,Rajasthan,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103902,Shoppers Stop Ltd-Udaipur-227-UDAIPUR,Rajasthan,North,Rajasthan,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103912,Shoppers Stop Ltd-Wtp Jaipur-182-Jaipur,Rajasthan,North,Rajasthan,,Shoppers Stop Ltd,Shoppers Stop Ltd,SIS,Customer Code,Confirmed,
1103927,Girbana (Deepak Acharya)-Udaipur,Rajasthan,North,Rajasthan,,Girbana,Girbana,SIS,Customer Code,Confirmed,
1103974,Ximi Vogue Trading Llp.-Jaipur-Jaipur,Rajasthan,North,Rajasthan,,Ximi Vogue,Ximi Vogue,SIS,Customer Code,Confirmed,
1104274,TMI1-SMART-Mittal Mall-Ajmer,Rajasthan,North,Rajasthan,,Reliance Retail-Store,Reliance Retail,MT,Customer Code,Confirmed,
1104643,Travel News Services-Wsmith-SHA-RJ,Rajasthan,North,Rajasthan,,Travel News Services-Wsmith,Travel News Services-Wsmith,MT,Customer Code,Confirmed,
1104761,MANOJ SOAP AGENCY-MT-Jaipur-RJ,Rajasthan,North,Rajasthan,,MANOJ SOAP AGENCY-MT,MANOJ SOAP AGENCY-MT,MT,Customer Code,Confirmed,
1100321,R.D. Enterprises,Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,R.D. Enterprises,R.D. Enterprises,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE; Source Status=Inactive
1100501,4720-Meerut (UPW),Uttar Pradesh,North,UPW,UPW,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100502,4723-Agra-1 (UPW),Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE
1100504,4727-Lucknow (UPE),Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE
1100510,4797-Agra-2 (UPW),Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Walmart-CNC,Walmart-CNC,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE
1100635,T0QU-MEERUT(UPW)-DC32,Uttar Pradesh,North,UPW,UPW,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW; Duplicate code (2 identical rows)
1100640,T0QV-LUCKNOW(UPE)-DC53,Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE; Duplicate code (2 identical rows)
1100641,T0QW-GHAZIABAD(UPW)-DC54,Uttar Pradesh,North,UPW,UPW,Metro-CNC-RRL,Metro-CNC-RRL,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW; Duplicate code (2 identical rows)
1100700,H&B Stores Limited-Ghaziabad,Uttar Pradesh,North,UPW,UPW,H&B Stores Limited-Ghaziabad,H&B Stores Limited-Ghaziabad,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100758,FRHV-Lucknow,Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE
1100759,FR90-Hapur,Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE
1100797,TXIX- Noida,Uttar Pradesh,North,UPW,UPW,Reliance Retail-MB,Reliance Retail,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100798,TXIW- Noida,Uttar Pradesh,North,UPW,UPW,Reliance Retail-MB,Reliance Retail,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100799,Whsm-Noida-Univ-Amity Noida,Uttar Pradesh,North,UPW,UPW,Travel News Services-Wsmith,Travel News Services-Wsmith,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100864,2001-Chaudhary Mall Gaziabad DMart,Uttar Pradesh,North,UPW,UPW,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100865,2002-Delhi 99-Ghaziabad DMart,Uttar Pradesh,North,UPW,UPW,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100866,2003-Eros Ghaziabad DMart,Uttar Pradesh,North,UPW,UPW,D-Mart-Store,D-Mart-Offline,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: UPW
1100927,FRHZ-Lucknow Naddarganj Easy D,Uttar Pradesh,North,Lucknow-UPE,Lucknow-UPE,Reliance Retail-DC,Reliance Retail,MT,Customer Code,Confirmed,State 'Uttar Pradesh' split by business region: Lucknow-UPE
